alert_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,traffic_type,host_affected,event_category,attack_type,attack_signature,severity,mitre_tactic,kill_chain_stage,log_source,ids_ips_alert,firewall_action,malware_indicator,anomaly_score,failed_login_attempts,request_rate_per_min,asset_criticality,class_label,risk_score,priority_level
ALT-R-07391,2026-01-25T11:20:00Z,10.207.154.156,172.16.99.246,10082,53,TCP,DNS,srv-vpn-01,dns_tunneling_suspected,DNS Tunneling,behavioral pattern,Medium,Command and Control,Command and Control,WAF,No alert,Monitored,No,0.24,7,10,Critical,benigno,41,media
ALT-R-07392,2025-11-07T04:25:00Z,121.154.152.176,172.28.45.210,53322,53,TCP,DNS,pc-operaciones-07,dns_tunneling_suspected,DNS Tunneling,behavioral pattern,Medium,Command and Control,Command and Control,SIEM,Suspicious pattern,Quarantined,Suspicious,0.41,1,89,Medium,a_investigar,45,media
ALT-R-07393,2025-11-24T15:56:00Z,192.168.153.99,10.26.12.154,42326,53,TCP,DNS,pc-ventas-03,anomalous_web_request,Unknown,generic signature,Medium,No tactic,Delivery,EDR,Suspicious pattern,Allowed,No,0.40,2,21,Medium,benigno,39,media
ALT-R-07394,2026-03-08T08:48:00Z,172.27.129.196,172.27.206.219,60049,4444,TCP,HTTP,srv-app-02,malware_traffic,Malware,behavioral pattern,Medium,Command and Control,Command and Control,SIEM,Behavior anomaly,Monitored,Yes,0.73,3,93,High,malicioso,91,alta
ALT-R-07395,2026-03-03T15:35:00Z,52.47.141.188,10.14.155.110,31177,8080,TCP,TCP,pc-gerencia-01,bot_activity,Botnet,generic signature,High,Command and Control,Command and Control,IPS,Confirmed malicious indicator,Blocked,Suspicious,0.99,7,100,High,malicioso,100,critica
ALT-R-07396,2025-11-09T01:48:00Z,61.37.175.237,192.168.210.174,27722,443,TCP,DNS,pc-operaciones-07,file_access,No attack,generic signature,Medium,No tactic,Execution,Firewall,No alert,Monitored,Yes,0.27,0,57,Medium,a_investigar,26,media
ALT-R-07397,2026-01-11T17:28:00Z,10.213.125.70,192.168.30.182,47684,443,TCP,HTTPS,srv-erp-01,web_attack,Cross Site Scripting,behavioral pattern,Medium,Execution,Exploitation,IDS,No alert,Blocked,Yes,0.29,0,81,Critical,a_investigar,49,media
ALT-R-07398,2025-12-01T03:59:00Z,10.31.228.151,10.178.154.85,28414,4444,TCP,HTTPS,srv-finanzas-01,bot_activity,Botnet,behavioral pattern,Medium,Command and Control,Command and Control,IDS,No alert,Allowed,No,0.39,0,31,Critical,benigno,47,alta
ALT-R-07399,2026-03-07T05:19:00Z,52.4.135.207,172.21.82.153,56482,80,TCP,HTTPS,srv-logs-01,dns_query,No attack,generic signature,Medium,No tactic,Execution,EDR,No alert,Blocked,No,0.06,1,1,Medium,benigno,26,media
ALT-R-07400,2026-03-04T19:47:00Z,185.251.151.78,10.91.92.181,10189,22,TCP,SSH,srv-web-01,intrusion_attempt,Brute Force,generic signature,Critical,Credential Access,Credential Access,IPS,Confirmed malicious indicator,Allowed,Suspicious,0.66,28,80,High,malicioso,95,alta
ALT-R-07401,2026-02-27T12:20:00Z,85.25.148.125,10.94.251.58,2917,53,UDP,DNS,pc-operaciones-07,dns_tunneling_suspected,DNS Tunneling,behavioral pattern,Medium,Command and Control,Command and Control,SIEM,Suspicious pattern,Blocked,Suspicious,0.49,0,85,Medium,a_investigar,40,baja
ALT-R-07402,2025-12-31T20:50:00Z,31.69.36.235,192.168.126.250,8990,53,TCP,HTTPS,srv-erp-01,data_exfiltration,Data Exfiltration,Data Exfiltration signature,Critical,Exfiltration,Exfiltration,Firewall,Confirmed malicious indicator,Blocked,Yes,0.86,4,108,Critical,malicioso,94,critica
ALT-R-07403,2025-11-18T08:18:00Z,138.217.118.253,172.19.81.247,14557,443,TCP,HTTPS,pc-soporte-05,web_attack,SQL Injection,SQL Injection signature,Critical,Execution,Exploitation,Firewall,Confirmed malicious indicator,Blocked,Yes,0.74,5,92,Low,malicioso,65,alta
ALT-R-07404,2026-02-08T21:48:00Z,77.90.2.253,192.168.199.181,17418,3389,TCP,SMB,srv-erp-01,port_scan,Port Scan,generic signature,Critical,Reconnaissance,Reconnaissance,SIEM,No alert,Allowed,Suspicious,0.47,0,78,Critical,benigno,50,critica
ALT-R-07405,2025-11-22T06:40:00Z,176.45.40.38,172.17.35.18,17900,443,TCP,HTTP,srv-archivos-02,bot_activity,Botnet,generic signature,Critical,Command and Control,Command and Control,Firewall,Confirmed malicious indicator,Blocked,Suspicious,0.76,2,81,Medium,a_investigar,76,critica
ALT-R-07406,2025-11-30T08:29:00Z,45.97.188.58,192.168.245.66,34133,8080,TCP,RDP,pc-ventas-03,intrusion_attempt,Brute Force,generic signature,Critical,Credential Access,Credential Access,Firewall,Suspicious pattern,Monitored,Suspicious,0.87,3,73,Medium,a_investigar,81,critica
ALT-R-07407,2026-03-02T14:01:00Z,52.97.89.112,172.22.171.190,46994,80,TCP,HTTP,srv-logs-01,web_attack,SQL Injection,behavioral pattern,High,Execution,Exploitation,EDR,Policy-allowed activity,Blocked,No,0.37,3,72,Medium,a_investigar,39,media
ALT-R-07408,2026-01-14T18:03:00Z,172.16.94.154,192.168.189.163,27703,53,TCP,DNS,pc-operaciones-07,dns_tunneling_suspected,DNS Tunneling,generic signature,Low,Command and Control,Command and Control,SIEM,Confirmed malicious indicator,Allowed,No,0.68,1,53,Medium,a_investigar,32,alta
ALT-R-07409,2026-01-01T22:46:00Z,103.142.38.54,192.168.195.42,17689,389,TCP,HTTPS,pc-ventas-03,mail_transfer,Phishing,behavioral pattern,Critical,Initial Access,Delivery,IDS,No alert,Allowed,No,0.48,0,39,Medium,a_investigar,51,alta
ALT-R-07410,2026-01-02T06:34:00Z,192.168.54.106,192.168.173.166,65440,22,TCP,SSH,srv-mail-01,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,Firewall,Routine traffic,Allowed,No,0.31,12,18,High,benigno,53,alta
ALT-R-07411,2026-02-08T09:35:00Z,85.243.4.139,172.22.173.188,57088,135,TCP,DNS,srv-finanzas-01,suspicious_access,Unknown,behavioral pattern,High,No tactic,Delivery,IDS,No alert,Allowed,No,0.14,1,28,Critical,benigno,51,alta
ALT-R-07412,2026-03-05T12:40:00Z,121.235.168.88,172.24.36.1,49339,3389,TCP,RDP,pc-gerencia-01,intrusion_attempt,Brute Force,behavioral pattern,High,Credential Access,Credential Access,SIEM,Confirmed malicious indicator,Blocked,Suspicious,0.85,28,116,High,malicioso,100,critica
ALT-R-07413,2026-02-27T10:21:00Z,101.242.191.218,192.168.248.67,43061,25,TCP,DNS,srv-rh-01,admin_login,No attack,behavioral pattern,Medium,No tactic,Execution,WAF,Confirmed malicious indicator,Monitored,Yes,0.27,4,113,High,malicioso,73,media
ALT-R-07414,2025-12-15T23:00:00Z,10.193.73.155,10.199.178.153,62212,21,TCP,HTTPS,srv-db-01,web_attack,SQL Injection,SQL Injection signature,Medium,Execution,Exploitation,IDS,Suspicious pattern,Allowed,No,0.57,4,95,Critical,a_investigar,72,critica
ALT-R-07415,2026-01-06T17:24:00Z,149.202.200.185,10.146.202.129,39200,80,TCP,HTTP,srv-web-01,web_attack,Cross Site Scripting,behavioral pattern,Low,Execution,Exploitation,WAF,Behavior anomaly,Blocked,Suspicious,0.18,0,54,High,a_investigar,33,alta
ALT-R-07416,2026-03-07T08:41:00Z,192.168.151.92,10.223.84.190,55681,53,TCP,SMB,pc-operaciones-07,dns_query,No attack,generic signature,Medium,No tactic,Execution,WAF,Policy-allowed activity,Allowed,No,0.26,2,1,Medium,benigno,49,media
ALT-R-07417,2025-11-12T11:07:00Z,192.168.25.155,172.26.54.218,64189,3389,TCP,RDP,pc-gerencia-01,suspicious_access,Unknown,Unknown signature,Medium,No tactic,Delivery,EDR,Routine traffic,Allowed,No,0.40,0,24,High,benigno,39,baja
ALT-R-07418,2025-12-30T03:09:00Z,212.61.47.144,172.25.174.200,7195,4444,TCP,HTTPS,pc-gerencia-01,malware_traffic,Malware,behavioral pattern,High,Command and Control,Command and Control,WAF,Suspicious pattern,Allowed,No,0.51,3,29,High,benigno,73,baja
ALT-R-07419,2026-01-18T17:24:00Z,201.58.234.141,10.233.202.131,6873,8080,TCP,HTTPS,srv-backup-01,bot_activity,Botnet,generic signature,Critical,Command and Control,Command and Control,IPS,Suspicious pattern,Quarantined,Suspicious,0.78,3,140,High,malicioso,83,media
ALT-R-07420,2025-11-13T10:11:00Z,176.118.177.184,192.168.72.118,47203,22,TCP,RDP,srv-app-02,port_scan,Port Scan,behavioral pattern,High,Reconnaissance,Reconnaissance,IDS,Confirmed malicious indicator,Blocked,Suspicious,0.57,6,146,High,a_investigar,81,critica
ALT-R-07421,2026-02-10T00:50:00Z,192.168.55.154,172.22.120.118,26408,3389,TCP,RDP,srv-mail-01,unusual_remote_access,Unknown,generic signature,High,No tactic,Delivery,SIEM,Routine traffic,Allowed,No,0.46,6,44,High,benigno,69,alta
ALT-R-07422,2026-01-19T10:46:00Z,121.89.96.6,172.26.66.179,18308,445,TCP,SMB,pc-gerencia-01,port_scan,Port Scan,Port Scan signature,High,Reconnaissance,Reconnaissance,WAF,Routine traffic,Allowed,No,0.50,0,44,High,benigno,67,critica
ALT-R-07423,2026-01-10T03:27:00Z,192.168.150.151,192.168.160.79,31021,3389,TCP,HTTPS,pc-soporte-05,suspicious_access,Unknown,behavioral pattern,Medium,No tactic,Delivery,EDR,Suspicious pattern,Blocked,No,0.56,3,103,Low,a_investigar,62,media
ALT-R-07424,2025-11-28T20:58:00Z,154.123.192.67,192.168.222.106,63263,443,TCP,RDP,srv-db-01,mail_transfer,No attack,behavioral pattern,Medium,No tactic,Execution,IPS,Routine traffic,Allowed,No,0.27,9,9,Critical,benigno,38,alta
ALT-R-07425,2025-11-10T16:35:00Z,154.5.73.49,10.168.189.240,8617,445,TCP,HTTPS,srv-finanzas-01,suspicious_access,Unknown,generic signature,Medium,No tactic,Delivery,IDS,Behavior anomaly,Monitored,Yes,0.64,5,84,Critical,a_investigar,68,media
ALT-R-07426,2026-01-14T15:35:00Z,77.105.21.198,192.168.193.38,50977,22,TCP,SSH,srv-mail-01,intrusion_attempt,Brute Force,generic signature,Critical,Credential Access,Credential Access,WAF,Confirmed malicious indicator,Blocked,Yes,0.65,21,104,High,malicioso,84,critica
ALT-R-07427,2025-11-23T13:14:00Z,10.241.195.228,172.16.7.164,19620,389,TCP,HTTP,srv-mail-01,unusual_remote_access,Unknown,Unknown signature,Low,No tactic,Delivery,SIEM,Policy-allowed activity,Blocked,No,0.27,1,34,High,benigno,30,alta
ALT-R-07428,2026-01-27T14:41:00Z,31.32.190.127,10.227.133.9,22929,443,TCP,TCP,pc-gerencia-01,malware_traffic,Malware,generic signature,High,Command and Control,Command and Control,EDR,Confirmed malicious indicator,Blocked,Yes,0.99,2,140,High,malicioso,100,alta
ALT-R-07429,2026-02-22T08:58:00Z,172.21.46.251,10.253.105.155,10448,80,TCP,HTTP,srv-archivos-02,port_scan,Port Scan,generic signature,Critical,Reconnaissance,Reconnaissance,SIEM,No alert,Monitored,No,0.67,0,122,Medium,a_investigar,67,media
ALT-R-07430,2025-12-20T23:55:00Z,45.181.37.208,192.168.212.163,16657,443,TCP,HTTP,srv-logs-01,web_attack,SQL Injection,SQL Injection signature,High,Execution,Exploitation,EDR,Suspicious pattern,Monitored,No,0.62,0,67,Medium,a_investigar,69,media
ALT-R-07431,2026-01-24T13:51:00Z,101.114.25.236,10.234.232.42,60317,22,TCP,SSH,srv-logs-01,intrusion_attempt,Brute Force,behavioral pattern,Critical,Credential Access,Credential Access,SIEM,Suspicious pattern,Monitored,Yes,0.63,22,122,Medium,malicioso,76,critica
ALT-R-07432,2026-01-31T12:47:00Z,10.227.130.147,192.168.158.82,57912,53,TCP,HTTPS,srv-app-02,data_exfiltration,Data Exfiltration,behavioral pattern,High,Exfiltration,Exfiltration,EDR,No alert,Monitored,No,0.48,0,74,High,a_investigar,70,baja
ALT-R-07433,2025-12-10T09:50:00Z,172.23.113.217,172.26.170.114,8665,389,TCP,DNS,pc-soporte-05,normal_web_access,No attack,No attack signature,Medium,No tactic,Execution,IPS,Policy-allowed activity,Allowed,No,0.06,0,1,Low,benigno,34,media
ALT-R-07434,2025-11-12T11:58:00Z,172.20.204.27,172.20.183.232,56596,80,TCP,HTTP,srv-app-02,credential_attack,Credential Stuffing,generic signature,Medium,Credential Access,Credential Access,SIEM,No alert,Allowed,No,0.40,0,84,High,benigno,48,media
ALT-R-07435,2025-11-25T20:13:00Z,172.18.204.71,10.5.179.65,29517,22,UDP,DNS,pc-gerencia-01,remote_admin,No attack,No attack signature,Medium,No tactic,Execution,IPS,No alert,Allowed,No,0.38,1,5,High,benigno,53,alta
ALT-R-07436,2025-12-11T17:19:00Z,10.9.81.101,10.156.44.86,14326,8080,TCP,HTTPS,srv-erp-01,bot_activity,Botnet,generic signature,High,Command and Control,Command and Control,IDS,Routine traffic,Allowed,No,0.60,0,32,Critical,benigno,58,alta
ALT-R-07437,2026-01-23T21:50:00Z,52.247.79.223,172.21.38.71,52693,445,TCP,SMB,srv-app-02,lateral_movement,Lateral Movement,Lateral Movement signature,Critical,Lateral Movement,Installation,IPS,Suspicious pattern,Allowed,Suspicious,0.59,3,87,High,a_investigar,72,alta
ALT-R-07438,2026-02-15T13:46:00Z,172.31.93.121,192.168.147.198,11681,445,TCP,SMB,srv-app-02,lateral_movement,Lateral Movement,behavioral pattern,Medium,Lateral Movement,Installation,Firewall,Confirmed malicious indicator,Allowed,No,0.60,0,64,High,a_investigar,71,alta
ALT-R-07439,2026-01-22T13:51:00Z,10.230.42.173,10.188.36.19,7994,53,TCP,SMB,srv-app-02,lateral_movement,Lateral Movement,behavioral pattern,High,Lateral Movement,Installation,SIEM,Behavior anomaly,Allowed,Yes,0.59,0,69,High,a_investigar,68,critica
ALT-R-07440,2025-11-13T23:48:00Z,10.191.126.96,10.26.143.63,40204,995,UDP,DNS,srv-vpn-01,dns_query,No attack,generic signature,Medium,No tactic,Execution,IDS,Routine traffic,Allowed,No,0.11,5,1,Critical,benigno,34,media
ALT-R-07441,2026-02-16T11:53:00Z,176.247.14.185,172.18.66.92,45372,8080,TCP,SMB,pc-operaciones-07,data_exfiltration,Data Exfiltration,Data Exfiltration signature,High,Exfiltration,Exfiltration,SIEM,Confirmed malicious indicator,Allowed,Yes,0.76,4,131,Medium,malicioso,84,critica
ALT-R-07442,2025-12-29T19:34:00Z,185.30.59.76,192.168.198.103,46583,8080,TCP,TCP,srv-logs-01,malware_traffic,Malware,Malware signature,Critical,Command and Control,Command and Control,IDS,Behavior anomaly,Blocked,Suspicious,0.80,8,54,Medium,malicioso,88,critica
ALT-R-07443,2026-01-08T07:59:00Z,23.236.208.202,10.200.65.124,45850,443,TCP,HTTPS,srv-finanzas-01,credential_attack,Phishing,Phishing signature,High,Initial Access,Delivery,IDS,Routine traffic,Allowed,No,0.48,3,1,Critical,benigno,46,media
ALT-R-07444,2025-11-22T07:24:00Z,23.26.255.120,192.168.183.254,62497,110,UDP,DNS,srv-web-01,suspicious_access,Unknown,generic signature,Medium,No tactic,Delivery,IDS,Routine traffic,Allowed,No,0.24,1,42,High,benigno,52,alta
ALT-R-07445,2026-02-09T19:03:00Z,10.161.41.214,192.168.166.215,40619,3389,TCP,SSH,srv-db-01,intrusion_attempt,Brute Force,generic signature,High,Credential Access,Credential Access,SIEM,Confirmed malicious indicator,Monitored,Suspicious,0.43,12,53,Critical,a_investigar,60,media
ALT-R-07446,2025-12-26T02:21:00Z,172.23.225.101,10.52.62.138,18689,445,TCP,SMB,pc-soporte-05,lateral_movement,Lateral Movement,Lateral Movement signature,Medium,Lateral Movement,Installation,Firewall,No alert,Allowed,No,0.30,0,14,Low,benigno,28,media
ALT-R-07447,2026-01-12T13:31:00Z,52.135.136.238,172.31.49.22,7475,135,TCP,SMB,srv-web-01,lateral_movement,Lateral Movement,Lateral Movement signature,Low,Lateral Movement,Installation,SIEM,Confirmed malicious indicator,Allowed,No,0.43,1,102,High,malicioso,45,baja
ALT-R-07448,2026-03-01T13:07:00Z,172.31.4.175,10.117.96.104,21211,3389,TCP,RDP,srv-archivos-02,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,WAF,No alert,Allowed,No,0.35,13,34,Medium,benigno,56,alta
ALT-R-07449,2025-12-21T17:15:00Z,52.10.189.55,10.25.108.122,23047,3389,TCP,SSH,srv-finanzas-01,intrusion_attempt,Brute Force,generic signature,Medium,Credential Access,Credential Access,EDR,Confirmed malicious indicator,Quarantined,Yes,0.85,20,124,Critical,malicioso,100,critica
ALT-R-07450,2025-11-29T14:03:00Z,172.23.146.117,192.168.8.29,27698,443,TCP,SMB,srv-db-01,data_exfiltration,Data Exfiltration,generic signature,High,Exfiltration,Exfiltration,SIEM,Confirmed malicious indicator,Blocked,Suspicious,0.99,2,137,Critical,malicioso,90,alta
ALT-R-07451,2025-12-14T12:49:00Z,172.26.22.65,172.30.68.235,26660,80,TCP,HTTP,srv-backup-01,credential_attack,Credential Stuffing,Credential Stuffing signature,Critical,Credential Access,Credential Access,IDS,Behavior anomaly,Allowed,Yes,0.62,3,139,High,malicioso,64,critica
ALT-R-07452,2025-11-10T22:53:00Z,10.98.38.19,172.30.36.249,15095,4444,TCP,SSH,srv-vpn-01,mail_transfer,No attack,No attack signature,Critical,No tactic,Execution,IPS,Routine traffic,Monitored,No,0.39,9,32,Critical,a_investigar,66,alta
ALT-R-07453,2026-01-10T22:39:00Z,45.31.150.86,192.168.129.251,18857,53,TCP,DNS,srv-vpn-01,dns_tunneling_suspected,DNS Tunneling,generic signature,High,Command and Control,Command and Control,IPS,Behavior anomaly,Allowed,No,0.50,6,68,Critical,a_investigar,63,media
ALT-R-07454,2025-12-07T22:38:00Z,101.238.7.143,192.168.8.109,52592,143,TCP,HTTPS,pc-operaciones-07,bot_activity,Botnet,generic signature,Critical,Command and Control,Command and Control,WAF,Behavior anomaly,Quarantined,No,0.93,5,150,Medium,malicioso,98,alta
ALT-R-07455,2026-01-20T19:45:00Z,172.18.230.60,172.27.217.173,48799,143,TCP,SMB,pc-operaciones-07,remote_admin,No attack,behavioral pattern,Medium,No tactic,Execution,Firewall,Behavior anomaly,Allowed,No,0.27,5,21,Medium,benigno,40,baja
ALT-R-07456,2025-11-24T04:20:00Z,192.168.228.155,10.141.58.28,3823,25,TCP,HTTPS,srv-finanzas-01,mail_transfer,Phishing,Phishing signature,High,Initial Access,Delivery,SIEM,Behavior anomaly,Quarantined,No,0.53,0,42,Critical,a_investigar,65,alta
ALT-R-07457,2025-12-21T19:43:00Z,101.170.63.50,172.29.20.19,2016,53,TCP,SMB,srv-erp-01,data_exfiltration,Data Exfiltration,Data Exfiltration signature,High,Exfiltration,Exfiltration,EDR,No alert,Blocked,No,0.49,0,65,Critical,a_investigar,64,alta
ALT-R-07458,2025-11-29T10:05:00Z,167.19.27.221,10.37.132.102,39946,389,TCP,SMTP,srv-finanzas-01,admin_login,No attack,behavioral pattern,High,No tactic,Execution,IDS,Suspicious pattern,Blocked,Suspicious,0.39,0,90,Critical,malicioso,52,baja
ALT-R-07459,2026-01-24T23:31:00Z,172.20.29.224,172.16.22.161,58690,8080,TCP,HTTPS,srv-logs-01,malware_traffic,Malware,generic signature,Medium,Command and Control,Command and Control,SIEM,Confirmed malicious indicator,Blocked,Yes,0.58,10,127,Medium,malicioso,74,critica
ALT-R-07460,2026-02-16T15:03:00Z,172.23.216.119,192.168.247.231,37835,139,TCP,SMB,srv-finanzas-01,lateral_movement,Lateral Movement,behavioral pattern,Medium,Lateral Movement,Installation,EDR,Suspicious pattern,Monitored,Yes,0.39,0,82,Critical,a_investigar,61,media
ALT-R-07461,2025-12-05T09:33:00Z,172.22.128.240,172.25.146.113,16351,443,TCP,HTTP,srv-finanzas-01,malware_traffic,Malware,generic signature,High,Command and Control,Command and Control,IDS,Policy-allowed activity,Quarantined,Suspicious,0.72,2,63,Critical,a_investigar,77,critica
ALT-R-07462,2025-12-12T02:28:00Z,212.210.156.177,172.23.18.15,59715,53,UDP,DNS,srv-archivos-02,dns_tunneling_suspected,DNS Tunneling,DNS Tunneling signature,High,Command and Control,Command and Control,Firewall,Confirmed malicious indicator,Blocked,Suspicious,0.54,4,79,Medium,malicioso,62,alta
ALT-R-07463,2026-02-28T15:08:00Z,192.168.192.172,10.76.12.4,23962,22,TCP,RDP,pc-ventas-03,port_scan,Port Scan,Port Scan signature,Medium,Reconnaissance,Reconnaissance,IDS,Routine traffic,Allowed,No,0.35,0,77,Medium,benigno,37,alta
ALT-R-07464,2026-01-24T15:59:00Z,10.11.203.170,10.8.200.238,27309,995,TCP,HTTP,pc-operaciones-07,unusual_remote_access,Unknown,generic signature,High,No tactic,Delivery,WAF,Behavior anomaly,Allowed,Suspicious,0.55,0,92,Medium,a_investigar,55,alta
ALT-R-07465,2026-01-26T15:20:00Z,121.198.99.238,192.168.48.245,38247,443,TCP,HTTPS,srv-archivos-02,data_exfiltration,Data Exfiltration,generic signature,High,Exfiltration,Exfiltration,WAF,Behavior anomaly,Quarantined,No,0.82,6,122,Medium,malicioso,86,alta
ALT-R-07466,2025-11-12T12:14:00Z,192.168.4.132,192.168.115.67,23418,139,TCP,SSH,srv-logs-01,file_access,No attack,No attack signature,Medium,No tactic,Execution,IDS,No alert,Allowed,No,0.18,0,7,Medium,benigno,19,baja
ALT-R-07467,2025-12-22T01:33:00Z,52.70.45.249,172.26.40.128,27496,443,TCP,SMTP,srv-logs-01,mail_transfer,Phishing,behavioral pattern,High,Initial Access,Delivery,SIEM,Behavior anomaly,Monitored,Suspicious,0.45,1,52,Medium,a_investigar,58,alta
ALT-R-07468,2026-01-22T07:48:00Z,138.187.29.192,10.249.74.19,36313,443,TCP,HTTPS,pc-operaciones-07,credential_attack,Credential Stuffing,Credential Stuffing signature,High,Credential Access,Credential Access,IDS,Confirmed malicious indicator,Blocked,Suspicious,0.85,0,214,Medium,malicioso,79,alta
ALT-R-07469,2025-11-30T14:44:00Z,192.168.204.158,10.92.31.89,22803,443,TCP,HTTPS,srv-app-02,web_attack,Cross Site Scripting,Cross Site Scripting signature,High,Execution,Exploitation,IPS,Behavior anomaly,Quarantined,Suspicious,0.99,3,100,High,malicioso,84,alta
ALT-R-07470,2026-02-24T23:01:00Z,192.168.18.203,10.34.28.125,59764,443,TCP,HTTP,srv-archivos-02,suspicious_access,Unknown,generic signature,Medium,No tactic,Delivery,IPS,Behavior anomaly,Allowed,Suspicious,0.47,1,70,Medium,a_investigar,49,alta
ALT-R-07471,2025-12-30T07:46:00Z,172.23.72.24,192.168.215.63,38330,80,TCP,HTTPS,srv-finanzas-01,port_scan,Port Scan,behavioral pattern,High,Reconnaissance,Reconnaissance,IPS,Behavior anomaly,Allowed,No,0.52,2,115,Critical,a_investigar,62,alta
ALT-R-07472,2025-12-30T12:47:00Z,52.86.12.249,192.168.6.240,2455,443,TCP,HTTPS,pc-ventas-03,mail_transfer,Phishing,generic signature,High,Initial Access,Delivery,EDR,Suspicious pattern,Blocked,Suspicious,0.93,4,62,Medium,malicioso,73,media
ALT-R-07473,2025-12-27T20:33:00Z,192.168.206.120,172.17.21.82,53248,443,TCP,HTTPS,pc-operaciones-07,remote_admin,No attack,No attack signature,Low,No tactic,Execution,WAF,Behavior anomaly,Allowed,No,0.26,3,1,Medium,benigno,49,baja
ALT-R-07474,2026-02-24T22:01:00Z,172.31.144.87,10.4.65.56,24022,25,TCP,HTTPS,srv-archivos-02,mail_transfer,Phishing,generic signature,Critical,Initial Access,Delivery,EDR,Confirmed malicious indicator,Allowed,No,0.70,5,48,Medium,a_investigar,57,alta
ALT-R-07475,2025-11-10T16:35:00Z,192.168.139.65,192.168.213.231,58519,139,TCP,SMB,pc-soporte-05,lateral_movement,Lateral Movement,Lateral Movement signature,Medium,Lateral Movement,Installation,IDS,Behavior anomaly,Blocked,No,0.55,1,43,Low,a_investigar,35,media
ALT-R-07476,2025-12-27T14:21:00Z,10.95.26.85,10.178.231.89,38164,80,TCP,SMTP,srv-web-01,mail_transfer,Phishing,behavioral pattern,Medium,Initial Access,Delivery,EDR,Suspicious pattern,Blocked,No,0.36,4,37,High,a_investigar,55,alta
ALT-R-07477,2026-01-01T14:19:00Z,52.68.127.158,172.27.231.77,30395,443,TCP,SMTP,srv-erp-01,mail_transfer,Phishing,behavioral pattern,High,Initial Access,Delivery,IDS,Confirmed malicious indicator,Allowed,Suspicious,0.48,2,44,Critical,a_investigar,60,alta
ALT-R-07478,2025-11-17T03:08:00Z,192.168.0.79,192.168.84.247,4992,53,UDP,DNS,srv-mail-01,dns_tunneling_suspected,DNS Tunneling,generic signature,Medium,Command and Control,Command and Control,IDS,Behavior anomaly,Quarantined,Suspicious,0.46,6,55,High,a_investigar,32,baja
ALT-R-07479,2025-11-04T21:17:00Z,45.154.190.174,192.168.176.37,30961,80,TCP,HTTPS,srv-logs-01,web_attack,Cross Site Scripting,Cross Site Scripting signature,High,Execution,Exploitation,SIEM,Behavior anomaly,Allowed,Suspicious,0.66,0,26,Medium,a_investigar,50,critica
ALT-R-07480,2026-01-12T20:39:00Z,192.168.59.192,192.168.75.183,9122,8080,TCP,TCP,srv-mail-01,bot_activity,Botnet,Botnet signature,High,Command and Control,Command and Control,SIEM,Confirmed malicious indicator,Quarantined,No,0.74,1,122,High,malicioso,80,critica
ALT-R-07481,2026-02-05T19:24:00Z,31.48.130.97,10.243.199.20,2087,22,TCP,SSH,srv-db-01,dns_query,No attack,No attack signature,High,No tactic,Execution,EDR,Routine traffic,Allowed,No,0.31,0,1,Critical,benigno,54,media
ALT-R-07482,2025-12-26T03:47:00Z,121.89.174.216,10.195.42.198,40126,80,TCP,HTTPS,srv-rh-01,credential_attack,Credential Stuffing,behavioral pattern,High,Credential Access,Credential Access,WAF,Behavior anomaly,Allowed,Suspicious,0.44,3,122,High,a_investigar,54,baja
ALT-R-07483,2025-11-01T11:34:00Z,172.16.49.127,192.168.1.86,36428,139,TCP,DNS,srv-backup-01,dns_tunneling_suspected,DNS Tunneling,DNS Tunneling signature,Low,Command and Control,Command and Control,IDS,Suspicious pattern,Blocked,No,0.45,0,74,High,a_investigar,39,baja
ALT-R-07484,2026-02-02T21:05:00Z,172.31.197.235,10.3.250.214,36315,110,TCP,HTTP,srv-db-01,web_attack,SQL Injection,SQL Injection signature,Medium,Execution,Exploitation,SIEM,Suspicious pattern,Allowed,Yes,0.18,0,30,Critical,benigno,31,media
ALT-R-07485,2026-02-18T16:02:00Z,61.187.252.49,172.31.0.114,25475,143,TCP,HTTPS,srv-archivos-02,web_attack,Cross Site Scripting,behavioral pattern,Low,Execution,Exploitation,IDS,Behavior anomaly,Blocked,Suspicious,0.40,0,96,Medium,a_investigar,46,baja
ALT-R-07486,2026-01-13T19:41:00Z,154.71.45.72,10.246.251.229,63495,445,TCP,HTTPS,srv-rh-01,data_exfiltration,Data Exfiltration,Data Exfiltration signature,Critical,Exfiltration,Exfiltration,IDS,Suspicious pattern,Blocked,Suspicious,0.81,4,137,High,malicioso,83,alta
ALT-R-07487,2026-03-04T01:47:00Z,61.27.163.52,172.28.18.4,16748,53,TCP,SSH,srv-archivos-02,file_access,No attack,behavioral pattern,Low,No tactic,Execution,IPS,No alert,Monitored,Suspicious,0.22,4,26,Medium,benigno,34,alta
ALT-R-07488,2025-11-03T12:20:00Z,10.166.83.13,172.24.106.187,3895,3389,TCP,RDP,pc-gerencia-01,intrusion_attempt,Brute Force,Brute Force signature,High,Credential Access,Credential Access,IPS,Suspicious pattern,Monitored,No,0.59,11,49,High,a_investigar,72,media
